Yr Mo,Year ,Month,X2 (Km),X10 (Km),Delta Area -- Ppp (Preferred On All Axes),Delta Area - Aaa (Avoided For All Axes),Delta Area --- Paa (Preferred Habitat Type Only),Delta Area -- Ppa (Preferred Type And Depth),Delta Area -- Apa (Preferred Depth),Delta Area -- App (Preferred Depth And Cover),Delta Area -- Aap (Preferred Cover),Delta Area --- Pap (Preferred Type And Cover),Delta Capacity Total,Nbay Area -- Ppp (Preferred On All Axes),Nbay Area - Aaa (Avoided For All Axes),Nbay Area --- Paa (Preferred Substrate Type Only),Nbay Area -- Ppa (Preferred Type And Depth),Nbay Area -- Apa (Preferred Depth),Nbay Area -- App (Preferred Depth And Salinity),Nbay Area -- Aap (Preferred Salinity),Nbay Area --- Pap (Preferred Type And Salinity),Bay Capacity Total,Habitat Total (M2),Record Number,Accessed Date,Source Url,Preferred Citation
194107,1941,7,65.6744842529297,49.2558631896973,91266.4054611496,112005846.112268,7147.8505927,716714.303296933,23463898.2797658,8511687.52907627,34531450.5841681,2116.5895,179330127.654129,8578.6821322,69766794.8639029,257492.6911199,3153581.1502384,31027658.1789437,854648.1945374,4623151.669554,8849.131292,109700754.56172,289030882.215849,Row 204 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
194108,1941,8,76.2096862792969,57.1572647094727,63571.2078509811,95052928.588193,11566.13635,690741.995501369,25805493.8341447,10312477.1325049,28742375.8920358,4682.46997329,160683837.256554,8381.3912362,51996395.4804718,431610.613192,1624001.52275314,22189109.3344614,618841.22766352,4195257.306075,11254.1023627,81074850.9782158,241758688.23477,Row 205 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
195002,1950,2,76.4061584472656,57.3046188354492,64088.3211109811,95349514.1224533,11523.83796332,692251.540701369,25240946.0617864,9622099.23628545,29323833.1069665,4270.01414329,160308526.241411,7702.500656,48914045.0718082,264868.9946399,1564959.2807791,24078993.9883868,682692.93704669,3973563.10469958,9074.400797,79495900.2788133,239804426.520224,Row 206 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
195003,1950,3,61.1241111755371,45.8430833816528,65562.7544441511,99109336.721788,13140.96282332,693822.286745369,22761845.5830994,8618148.18953516,30926892.6118725,3747.46207,162192496.572378,8635.0943479,78035013.954122,479955.227592,3161443.07927949,25859249.5213534,633284.64077618,4862889.6960571,12437.666021,113052908.879549,275245405.451927,Row 207 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
195004,1950,4,65.7569046020508,49.3176784515381,90543.9298211496,106048672.501638,11151.6835427,712310.387083613,25406242.460279,9227513.14889349,32237766.6396081,2839.06904,173737039.819906,1711.055,57909807.1172506,10780.716827,3099583.44172324,33249504.5270708,1818431.88964857,3232873.3683454,2162.028079,99324854.1439446,273061893.963851,Row 208 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
195005,1950,5,66.2898406982422,49.7173805236816,68253.6865242711,99552520.4705001,9044.5775327,702151.764604689,22195380.0514958,8079187.86633771,31426214.5107514,2328.28844,162035081.216187,5056.5693412,56428247.1724867,39443.92800994,3113621.20078074,41681500.5306249,1408224.62916061,3937634.44589998,4628.611822,106618357.088126,268653438.304313,Row 209 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
195006,1950,6,70.4320983886719,52.8240737915039,67683.6889342711,96633194.98422,12139.1078927,698503.494621369,23348030.1372226,8625899.35458966,30208788.7963419,2651.82984,159596891.393663,3042.193227,49732717.8019345,25800.010621,2630931.65325177,38910686.5951737,1594430.77388411,3293228.5115956,3418.877095,96194256.4167827,255791147.810445,Row 210 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
195007,1950,7,77.6453399658203,58.2340049743652,67588.4727642711,98267598.0014902,13521.4521927,697021.123747369,22784948.0699909,8305843.45342719,30912943.4632623,2647.02194,161052111.058815,4028.0270132,33416936.5436164,40149.74665994,1385486.47295672,34190447.6695333,1302088.73988269,2044821.97989058,5124.429979,72389083.6095318,233441194.668347,Row 211 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
195008,1950,8,83.8653945922852,62.8990459442139,67742.9069442711,102864919.893033,11151.6835427,699844.627151369,20366999.9094422,7824104.3859569,32326027.3308738,2839.06904,164163629.805984,8680.250469,25226184.9295211,435180.612923,1110145.92212011,9719236.89219876,205710.00082898,1004852.2590869,8827.843021,37718818.7101688,201882448.516153,Row 212 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
195009,1950,9,88.1974487304687,66.1480865478516,66693.2767642711,94454007.6878841,14320.1207427,695208.650060369,23165322.4604415,9433712.15399683,28597055.3561215,3137.67434,156429457.380351,1403.849,6495673.8118453,6660.575428,928615.48632944,7141868.90992228,72696.91725619,361407.6402256,1881.420427,15010208.6104338,171439665.990785,Row 213 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
195010,1950,10,91.3617782592773,68.521333694458,66693.2767642711,94956901.7915144,14320.1207427,694147.360843454,23172265.5364584,9013991.693171,29241547.339804,3137.67434,157163004.793638,1503.912,3658927.46520235,8780.698028,620535.002455975,1938825.91490114,53216.48549349,238633.348028,1893.144827,6522315.97093596,163685320.764574,Row 214 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
195011,1950,11,89.5613250732422,67.1709938049316,66450.9817642711,95345611.6041999,14286.33103704,694754.210870369,24431330.2590667,9092626.63888366,29575348.2331595,3279.94934,159223688.208321,3397.054827,5143498.97701646,35001.894898,800636.079775438,5945632.84419756,77563.87924809,350358.69659782,4242.002329,12360331.4288894,171584019.637211,Row 215 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
195012,1950,12,61.7668228149414,46.3251171112061,92410.2896905009,117928902.309758,3177.081872,724454.717794569,22209491.2254289,8027038.40072407,36252571.1013763,1206.1938317,185239251.320476,8579.5442452,73338037.2325308,295817.7395799,3157634.90339349,30205312.1676135,789306.0829468,4659524.5221008,10005.7118837,112464217.904294,297703469.22477,Row 216 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
195101,1951,1,49.1141891479492,36.8356418609619,104380.946730586,100837490.60757,5098.4265093,722383.020146925,30841939.7644872,11758531.8520512,29241059.2879534,1371.7775,173512255.682949,1403.849,59346400.073713,5367.178638,3099908.53128055,40860430.1890754,1493517.59892551,3727305.36793412,1296.49115,108535629.279717,282047884.962665,Row 217 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
195102,1951,2,50.1757011413574,37.6317758560181,92111.2412510296,104140435.255532,5098.4265093,719072.586056933,27639730.4541323,10271100.1193702,31153291.3607732,1371.7775,174022211.221125,2066.35465,59521546.150584,15581.933727,3103664.62161055,40670883.2901206,1521370.75977051,3741069.8107814,2778.6707132,108578961.591957,282601172.813082,Row 218 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
195103,1951,3,50.1572608947754,37.6179456710815,91159.3620711496,101825625.365016,7577.3364627,716084.767602933,27910836.7835563,11129599.3256149,29647391.1162404,2223.63344,171330497.690004,1403.849,58968601.0165826,6373.633388,3100508.90588054,37849306.302221,1652226.08482942,3446023.6007983,1781.357427,105026224.750127,276356722.440131,Row 219 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
195104,1951,4,58.4259719848633,43.8194789886475,93244.3215011496,113354861.530309,3025.716373,722993.827216313,22861778.0534158,7690328.14956418,35479591.257107,601.7852817,180206424.640768,4744.9615132,59961299.5002731,39223.15380994,3120366.05353354,41466776.4724011,1439267.41216169,3897529.40725308,4939.003399,109934145.964345,290140570.605113,Row 220 of 984,Accessed on 2023-10-26 12:48:49,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario,"Imaki, Hiroo; 02/13/2017. NOAA Fisheries Northwest Fisheries Science Center. Habitat capacity for Sacramento delta: Sacramento Winter run life cycle model, estuary habitat capacity model run results (Level one scenario). (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/sacramento_winter_run_life_cycle_model_estuary_habitat_capacity_model_run_results_level_one_scenario)"
